gene1,gene2,gene3,gene4,gene5,gene6,gene7,gene8,gene9,gene10,gene11,gene12,gene13,gene14,gene15,gene16,gene17,gene18,gene19,gene20,gene21,gene22,gene23,gene24,gene25,gene26,gene27,gene28,gene29,gene30,gene31,gene32,gene33,gene34,gene35,gene36,gene37,gene38,gene39,gene40,gene41,gene42,gene43,gene44,gene45,gene46,gene47,gene48,gene49,gene50,gene51,gene52,gene53,gene54,gene55,gene56,gene57,gene58,gene59,gene60,gene61,gene62,gene63,gene64,gene65,gene66,gene67,gene68,gene69,gene70,gene71,gene72,gene73,gene74,gene75,gene76,gene77,gene78,gene79,gene80,gene81,gene82,gene83,gene84,gene85,gene86,gene87,gene88,gene89,gene90,gene91,gene92,gene93,gene94,gene95,gene96,gene97,gene98,gene99,gene100
-0.47246771,-1.808592631,-0.801065979,1.701752597,-2.23572823,-0.756899264,-1.325258793,-0.779562994,1.105732407,0.202323126,1.421710639,0.193573672,0.164372784,-0.311662848,-0.515495646,-0.196550882,2.510521562,1.451978558,1.151506525,-0.383372001,-0.220650402,-2.46442896,-0.946303521,0.708704506,1.471506557,-2.697643553,-2.781693266,-0.600095746,0.388358391,2.488943573,-0.925365799,1.857912452,2.421426679,-3.20099466,2.535384746,3.415564513,-1.636283509,-1.517605497,-1.003763308,-0.314536763,-0.255797809,1.061626744,-3.070645282,2.037462499,-1.25592362,-1.38963691,-1.705514087,-1.404302704,0.773667935,0.427400671,-1.917024315,0.95379679,0.292850177,0.473458671,-0.062429661,-2.871376098,1.154734951,-0.897160257,0.552668998,1.235813391,1.723880411,0.753045153,-1.55829643,0.063437544,1.255438483,0.82090649,2.301027157,1.697493768,-1.272235534,0.718870034,1.191908165,0.474285295,2.858939228,2.775028108,1.964365517,-2.676156647,-0.326415086,-1.358135227,2.312766379,-2.610849242,-0.887782723,1.835803676,-2.149892651,-1.665884562,-1.64602428,2.254123086,0.654920255,-1.390852185,0.478642673,-0.940153437,1.536553183,-2.766582988,-0.063154903,-0.133789321,-0.506656534,-2.700913194,1.352523938,1.007842144,-0.093403736,-2.252471313
-0.972713331,0.01551768,0.869722834,-0.169045172,-0.13567468,-0.837704912,0.676974273,0.227481608,0.127216061,-0.155691879,0.433364323,0.138782308,-0.83753692,-1.385626372,0.563180926,1.229179934,-0.49853057,1.105198783,-0.521685086,-0.302845116,-1.183853542,-0.186559707,0.637644624,0.745606204,-0.747297433,-0.399614825,0.108091359,0.560006106,0.110357506,-0.014699713,1.135942848,1.152481301,1.112078853,-0.789332699,0.304438438,0.509900001,0.778766617,0.744790985,-1.052221725,0.894580913,-0.675466095,-0.807957853,-0.437291799,1.06130765,-0.747199189,0.706304822,0.858147198,0.098058551,-1.02953747,-0.722349327,0.278127279,0.59094552,1.171917837,-0.263913143,1.247735582,-0.821001982,0.34880728,0.303222197,-0.239134476,0.027516589,-0.845147516,-1.252133782,-0.545660786,1.105394903,0.944361152,-0.494925369,0.885428126,-0.818476963,0.365555536,0.091689083,0.762449947,0.047829174,0.842936603,1.01842963,-0.100885956,-0.834093604,0.32607619,-0.60471127,1.102314253,0.194192937,-0.544561423,0.615082739,0.380667589,-0.949144184,0.536705518,0.89397082,0.690502326,0.467925442,0.224663285,-0.009050994,-0.382347359,0.338770839,-0.384409977,-0.501978952,-0.45450477,0.417017494,1.224256484,0.460933264,0.623247597,0.834647903
1.607983566,-0.532694064,-2.219759263,1.119271281,-1.442719709,1.308395956,-1.878927669,-0.59129546,-0.295176483,0.115994485,-0.434000409,0.804438762,0.772736877,0.955292028,-0.772294776,-1.032313715,1.774877498,-0.183975789,1.561705274,0.96444924,0.797747265,-0.653394822,-1.635187095,-0.322226311,1.469700279,-0.697630036,-1.756117434,-1.740201323,1.202302576,1.221524508,-1.079673743,-0.230232414,0.087832802,-0.79129296,1.028655757,1.472522489,-0.96959213,-0.830406391,0.814598171,-1.973235029,0.3812762,1.533989844,-0.767210174,0.657651321,0.020324706,-1.770619576,-1.975009304,0.026631366,2.088282838,0.991001369,-1.635028022,-0.941076707,-0.734731663,0.65423375,-1.195744266,-0.774557838,-0.746395834,-1.482228911,-0.371992219,-0.337418704,1.944431391,2.080505571,0.801936705,-1.36273827,0.273670088,1.427979015,0.704772002,1.981058682,-0.838647587,0.280760448,-0.287586689,-0.65218925,0.921335852,-0.085679443,0.991783206,-0.921751137,-1.120451763,-0.05743663,0.485000802,-1.908135016,0.769055538,0.206296245,-2.34482459,-0.137732307,-2.342286816,0.570223504,0.361925302,-1.706149841,-1.018070593,-1.27450067,0.33953303,-1.585590646,0.569030949,0.639740145,-0.414746925,-2.211431868,-0.627641216,-0.853445612,0.206893401,-2.126246433
0.199689582,-0.533191464,-0.924798264,-0.045079472,-0.374112224,0.443166659,-0.296001177,0.047767865,-1.176529886,-1.044253623,0.153213759,1.370644856,-0.284516244,-0.640343431,-0.894002801,-0.199311669,-0.049399503,0.894398239,0.655320678,-0.006847756,-0.228491007,-0.559712366,-1.187886983,0.420735469,0.696855276,0.498548851,0.04755103,-0.144515214,0.736742126,0.898780768,0.44682435,-0.138493662,0.218459368,-0.029597208,0.858601086,0.730381352,0.186245273,0.4241509,-0.19915563,-0.86382766,-1.020309709,0.787355619,-0.203960726,0.807529378,-0.495143573,-0.674887851,-0.402109239,1.03251385,0.32833968,-0.784020196,0.182733904,-1.15645306,-0.063829942,1.128174693,-0.364794595,-0.483575599,-0.811652337,0.064508551,-0.947014629,-0.061892783,0.145285115,0.674747287,0.760713045,-0.369162635,0.627467769,1.109765643,0.501228753,0.420976816,-0.831709785,0.772872045,-0.211694345,-1.333904985,0.82552647,0.146582623,0.901889158,-0.729443431,0.300891088,-1.00649674,0.661259969,-0.07153092,-0.245174961,0.912321568,-1.029877908,-0.563517352,-0.833181212,0.183701264,1.296047584,-0.708792351,-0.689884918,-0.01137941,-0.058925167,0.174638725,-0.813436135,-0.799881391,0.185270835,-0.917975673,0.637194713,-0.009682276,0.30933487,-0.057015329
-0.252477478,-0.089897541,1.25908338,0.507193595,0.511127704,-0.348744006,-0.014753269,0.305651674,1.603235463,1.41270357,0.444984458,-2.048807083,1.421013362,1.760038646,0.348129802,-0.814131997,0.156016729,-1.604064946,-0.285056068,-0.37813414,0.953142431,0.219294967,1.050698386,-0.511306039,0.047047522,-0.527049825,0.063542644,0.497782993,-1.601780811,-0.893004939,-1.604806537,-0.38655816,-0.693877796,0.491287599,-0.846990169,-1.291368653,-1.37624978,-1.367723942,0.296242947,0.882162532,1.414709243,-0.123370319,0.399344756,-2.243748735,1.523379247,0.161085337,-0.237792723,-1.678296483,-0.431670995,1.08663918,-0.152533752,1.39759766,-0.736736147,-0.972300231,-0.742740315,0.913002215,1.17678429,0.271817594,1.579617958,0.86933283,-0.061830716,-0.149004523,-1.210382411,-0.488719645,-2.117501434,-1.495690283,-1.201006191,0.160991411,0.516833215,-0.423560218,0.242942166,1.998760412,-1.857566897,-0.385966323,-0.598904742,1.896379771,-0.058988284,1.486080939,-1.579321453,0.406565697,-0.223831432,-1.349309025,1.573877287,1.798851156,1.33199087,-0.828199978,-2.488743396,1.257580853,1.166038813,0.701103529,1.100889118,-0.379707086,0.918708296,0.810505702,0.898674966,1.055705686,-1.201303932,0.617215808,-1.729393727,-0.324527716
-0.51477555,-0.807564142,0.125469791,0.538484093,-0.664732621,-0.379582593,-0.23099905,0.133082669,0.182885823,-0.112312318,0.820775406,0.19615707,0.075746978,-0.436757068,-0.295688025,0.092955887,0.360468587,0.808218081,0.379942521,-0.350938975,-0.409234115,-0.932472248,-0.284166371,0.627618492,0.47653128,-0.712180687,-0.55156848,0.205946932,0.014265705,0.781131595,-0.022701628,0.755846513,0.973567358,-0.942790518,0.969060959,0.990111163,-0.445593655,-0.251186304,-0.768380945,0.110601052,-0.483173295,0.353101378,-0.862476031,0.592109903,-0.304750595,-0.402025725,-0.381285751,-0.263091489,-0.27314752,-0.314996351,-0.283674729,0.296558086,0.314510316,0.328695736,0.023931232,-1.026269699,0.339438758,0.055970334,-0.004646562,0.589171531,0.049165915,-0.024893942,-0.587084977,0.058950971,0.265214465,0.049995228,0.827992344,0.381697336,-0.434463121,0.575432329,0.640541416,0.062350018,0.831946403,1.057007585,0.756810745,-0.703593138,0.22037511,-0.634809181,0.874235957,-0.397804304,-0.717795925,0.741923498,-0.364276848,-0.438379529,-0.150093698,0.76335111,0.310480308,-0.02346848,0.193046419,0.028403374,0.570409412,-0.50843363,-0.335116039,-0.46066562,0.156389835,-0.600701382,0.830910767,0.684746078,-0.228724208,-0.299063256
-0.921425505,-1.361186646,-0.362801545,0.128040217,-0.410901977,-1.101708901,0.028272153,-1.01355793,0.392769682,-0.80246937,1.158469383,0.161447901,-0.458064162,-0.17944196,-0.96257296,-0.797076699,1.400230016,0.849901826,0.140307655,-1.237851958,0.508686305,-1.851289053,-0.764315838,-0.046011283,1.089295703,-0.939045977,-0.927791273,0.513296732,-0.611816372,1.995347413,-0.79183892,0.31441252,0.863423418,-1.363220533,1.460093659,1.816829214,-1.198301357,-1.306014574,-0.328371818,0.214010244,-0.486181609,0.690500313,-2.114172811,0.899954924,-1.343908453,-0.464261,-0.587776866,-0.820398508,0.297129872,-0.284093317,-0.176655352,0.358804543,-0.653112416,0.910487653,-0.330931506,-1.149886026,1.132845962,0.497935479,0.778018849,1.470987073,1.098263599,0.49124001,-1.203481403,0.340035312,0.794353113,1.147046934,0.579584824,0.52843214,-1.595815534,0.451468179,-0.12487915,0.008480311,1.777749591,1.70433586,1.589607717,-1.608549121,0.844952765,-1.537653684,0.803437718,-0.983018801,-0.954093571,1.783665808,-0.998882571,-1.326083084,-0.492575608,0.429184629,0.678634331,-1.1968852,1.029186634,0.450325059,1.460982473,-1.476031091,-0.95033995,-0.722251575,0.3343127,-1.638710867,0.878906786,1.183990729,-0.488710385,-1.045813172
-1.297737515,0.646509368,-0.041709152,-2.405009505,1.542880024,-1.755348716,2.183997787,-1.878397991,-0.592738961,-1.962528535,-0.414520352,0.649028704,-3.003534204,-1.687070505,0.064544524,0.521567688,-0.052410946,0.926271995,-1.960030737,-1.343838442,0.101578624,-0.124883106,0.324649475,-0.946551814,-1.099075122,0.849167555,0.913904942,1.077455149,-0.442006475,0.838702965,1.258218247,-0.397626469,-0.178876748,-0.068893014,-0.292189106,0.582183279,1.42251868,0.502558516,0.402529202,1.139284356,-0.866087566,-1.352877771,-1.15492913,1.778074926,-2.941182953,1.832683624,2.010578103,0.524028019,-0.170048176,-1.150632883,1.557274664,-0.187620429,-0.178445809,0.459147859,1.570495611,0.29816226,0.754837433,1.303982422,0.299928073,0.159935411,0.151778952,-1.084583526,-0.268162715,2.331246288,2.610513203,1.576749462,-0.340409809,-2.026062622,-0.836012659,-0.918597603,-1.526672826,-1.034389408,1.90861996,0.734221788,0.046918538,-2.065194761,1.433716685,-1.951945336,0.405326152,0.262852695,0.061874463,1.898562814,-0.167056553,-2.797793519,0.278364447,-0.529931325,2.147666183,-1.565513198,1.01732887,0.658400748,-0.599321121,0.301827498,-1.595448533,-0.887797002,-0.849964618,-0.166855392,0.951176303,0.150456036,1.544938299,1.029845697
1.26263824,-1.286871556,-1.504027277,2.223438856,-2.349773036,1.484302573,-2.427466454,0.706618005,-0.183051512,0.608717471,0.520566245,0.884753865,1.69697299,0.559000466,-0.818784952,-0.539651585,1.272025686,0.545367497,2.341887036,1.098830029,-0.233601605,-1.131382186,-1.648866264,1.005338468,1.800439299,-1.275940161,-1.953550858,-1.544630269,1.414759972,1.143055765,-0.819982824,0.824183516,1.156402588,-1.328871724,1.790115624,1.715312575,-1.264574967,-0.528617751,-0.482859086,-1.905749624,-0.143664458,1.925300255,-0.631261016,0.570805124,0.897372461,-2.370289484,-2.442822361,0.026463188,1.171523337,0.591242383,-1.949901804,-0.609900354,0.166580025,0.684951601,-1.28060001,-1.71686909,-0.910253577,-1.577027496,-0.857755462,-0.057148428,1.067366819,1.783300969,0.483617609,-1.836500014,-0.40427875,0.441255996,1.625594464,2.478348935,-0.531034748,1.259746864,1.120223307,-0.362423384,0.727152274,0.537151263,1.335651533,-0.548475932,-1.208783916,0.054945671,1.249937493,-1.663022638,-0.123777626,0.103650113,-2.003560363,0.537291179,-1.994777782,1.486167134,0.048586076,-0.508259447,-1.321891104,-1.262547349,0.649785624,-1.354650273,0.630981786,0.21562193,0.085573958,-1.965124858,0.17863973,-0.186286037,-0.385935317,-1.899487637
0.443998499,-0.088103759,-0.507919275,1.177688553,-1.588550368,0.226324962,-1.054559239,-0.042385226,0.599634348,0.831416144,-0.062035279,0.12868441,0.12579531,-0.39142563,0.661951805,0.841425918,1.040258025,0.633976155,0.669165128,0.889070645,-0.774944394,-0.359311248,-0.024324088,0.546770927,0.018761645,-1.581951153,-1.716552021,-1.139148914,1.110570366,0.388874739,0.188310168,1.484454676,1.452204852,-1.775479356,0.833348896,1.563230355,-0.001723632,0.043266623,-0.498933086,-0.423925451,0.219596962,0.019691054,-0.941031658,1.451355882,-0.307723464,-0.562090402,-0.733453401,-0.41140447,0.537743672,0.657203743,-1.583309234,0.527713817,1.034803601,-0.543849923,0.643441341,-1.578652413,-0.01131539,-1.37833972,-0.280738319,-0.497027962,0.626627154,0.044752361,-0.211516976,0.10672296,0.926476097,-0.15878826,1.665599845,0.7944067,0.43031353,-0.033147309,1.064570735,0.289825052,1.280680781,0.984690153,0.138461817,-1.338119002,-1.162377111,0.075196473,1.546293441,-1.618903278,0.323009077,0.130157287,-1.181861953,-0.739372801,-1.184821695,1.768525248,0.29339004,-0.424636657,-0.566418805,-1.493939019,-0.292677827,-1.155403931,0.834593395,0.642252689,-1.187100347,-0.969910054,0.482639312,-0.423311977,0.857336442,-1.000511789
